Whatton Rise,Nottingham,r,52.9874,-1.1518
Whatstandwell,Amber Valley,v,53.085,-1.5050
Whatmore Street,Stoke-on-Trent,r,53.0475,-2.1742
Whatcroft Way,Cheshire East,r,53.1734,-2.4393
Whatcroft Lane,Cheshire West and Chester,r,53.2256,-2.4782
Whatcroft Hall Lane,Cheshire West and Chester,r,53.2292,-2.4705
Whatcroft Close,Runcorn,r,53.322,-2.7128
