Moffat Avenue,Jarrow,r,54.9654,-1.4656
Moffat Close,Bolton,r,53.5759,-2.3822
Moffat Close,Bradford,r,53.7612,-1.7911
Moffat Close,Darlington,r,54.5475,-1.5247
Moffat Close,Kingston upon Hull,r,53.7704,-0.3124
Moffat Close,Nottingham,r,52.9638,-1.1288
Moffat Close,Tynemouth,r,55.0218,-1.4833
Moffat Gardens,Doncaster,r,53.5492,-1.0840
Moffat Grove,Stoke-on-Trent,r,53.0056,-2.1188
Moffat Road,Hartlepool,r,54.6558,-1.2470
Moffat Road,Liverpool,r,53.4669,-2.9504
Moffatdale Road,Liverpool,r,53.4376,-2.9474
Moffatt Close,Halifax,r,53.74,-1.8873
Moffatt Road,Sheffield,r,53.3629,-1.4647
Moffatt Way,Newcastle-under-Lyme,r,53.0172,-2.2844
